Item Number,product,brand,new_price,old_price,num_reviews,rating,recommand,key_benefit,Weight,Food Form,Lifestage,Food Texture,Special Diet,Packaging Type
76368,"Friskies Shreds Variety Pack Canned Cat Food, 5.5-oz, case of 32",Friskies,16.38,0.0,875,4.6,97,"Variety pack features satisfying recipes with real meat for the high-protein nutrition and flavor your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for cats and kittens, on its own or as a delicious kibble topper.,Yummy sauce and gravy helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",12.93,Wet Food,Adult,Shredded,,"Can, Variety Pack"
147177,"Sheba Perfect Portions Succulent Salmon & Seafood Entree Pate Grain-Free Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,19.2,0.0,31,4.7,94,"Contains 48 wholesome servings of delectable, mouth-watering cat food with the irresistible taste of salmon, seafood, vegetables and gravy.,These easy-to-serve twin-packs ensure freshness at every meal—just snap, peel, and serve.,Crafted with quality ingredients to give your cat the essential vitamins and minerals she needs at any life stage.,This delectable soft cat food is formulated without grain or corn, containing no artificial flavors or artificial preservatives.,Even the pickiest of cats are drawn in by these extremely palatable meals, full of delectable flavors and inviting scents.",3.9,Wet Food,Adult,Pate,"Grain-Free, Pea-Free",Tray
67960,"Purina Pro Plan Savor Adult Trout & Pasta Entree in Sauce Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,25,4.5,88,"100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult cats,Savory entrée packed with real trout complemented by pasta in sauce provides the ultimate texture and taste your cat craves,Powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",,Wet Food,Adult,Chunks in Gravy,,Can
51733,"Blue Buffalo Basics Limited Ingredient Grain-Free Indoor Fish & Potato Entree Adult Canned Cat Food, 3-oz, case of 24",Blue Buffalo,26.44,36.19,66,4.0,86,"100% grain-free, limited-ingredient recipe starts with protein-rich fish as the first ingredient to support healthy muscle growth and development.,Great for cats with sensitive tummies since it’s made with a single animal protein source and pumpkin for gentle digestion.,Packed with omegas, taurine, amino acids and antioxidant-rich fruits and veggies, plus vitamins and minerals to support a healthy immune system and well-being.,Great source of omega-3 and 6 fatty acids for a lustrous skin and fur, and moisture from broth to support urinary health.,Made in the USA with zero grains, chicken or poultry by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",,Wet Food,Adult,Pate,"Sensitive Digestion, Indoor, No Corn No Wheat No Soy, Grain-Free, Limited Ingredient Diet",Can
126367,"Sheba Perfect Portions Multipack Tuna and Roasted Chicken Cuts in Gravy Entrée Cat Food Trays, 2.6-oz, case of 12 twin-packs",Sheba,9.6,10.69,55,4.7,95,"This soft, pate-style food is made with real, high-quality meat as the first ingredient.,There's no grains, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,This complete and balanced wet food has added vitamins and minerals to support your cat's overall wellbeing.,Tuna and chicken variety pack. Simply break apart, peel, and serve. Nothing to refrigerate!,Made in the USA.",1.95,Wet Food,Adult,Chunks in Gravy,"Grain-Free, Pea-Free","Tray, Variety Pack"
109371,"Hill's Science Diet Adult 7+ Youthful Vitality Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",Hill's Science Diet,31.92,35.49,25,4.2,88,"Powerful antioxidants support a healthy brain and a desire to interact.,Protein and L-carnitine help get your cat moving and interested in playing.,Controlled minerals help keep kidneys and bladder functioning properly.,Delicious, digestible stew entices even picky eaters.,Essential fatty acids help keep the coat soft and shiny with less mats.",,Wet Food,"Adult, Senior",Stew,,Can
52569,Tiki Cat Manana Grill Ahi Tuna with Prawns in Tuna Consomme Grain-Free Canned Cat Food,Tiki Cat,12.89,14.32,88,4.4,86,"Wild-caught flaked Ahi tuna and wild baby prawns as the top ingredients for animal-sourced protein to meet the nutritional needs of carnivores.,High protein to support healthy muscles plus sunflower and tuna oils rich in omegas that nourish the skin and coat.,Provides a balanced and complete diet for cats of all ages with essential amino acids, vitamins, minerals and taurine.,Made with real tuna broth so it provides essential moisture to keep your pal hydrated and support overall health.,Luxurious consomme-based formula is great for picky eaters, and contains no grains, gluten, carbohydrates, starches or flours; made with dolphin-safe fish.",,Wet Food,Adult,Shredded,"No Corn No Wheat No Soy, High-Protein, Gluten Free, Low Glycemic, Grain-Free, Pea-Free",Can
130154,I and Love and You Naked Essentials Chicken & Duck Recipe Grain-Free Dry Cat Food,I and Love and You,15.99,0.0,65,4.1,89,"Grain-free kibble featuring real chicken as the first ingredient, with duck and sweet potatoes.,Formulated to provide a balanced and healthy diet for kitties of all ages, with no fillers or by-products.,With special blend of probiotics and prebiotics to support digestive health and happy tummies.,Contains essential omega-3 and 6 fatty acids to keep your kitty's coat healthy and shiny.,Made in the USA with no corn, wheat, soy, rice, artificial preservatives, flavors or colors.",6.2,Dry Food,Adult,,"Grain-Free, No Corn No Wheat No Soy",
130405,"Solid Gold Let's Stay In Chicken, Lentil & Apple Recipe Adult Grain-Free Indoor Dry Cat Food",Solid Gold,33.29,34.99,50,4.4,92,"Gluten and grain-free with real, cage-free chicken as the number 1 ingredient.,Packed with prebiotics, probiotics and omega fats to help support immune system health.,Formulated with fermentable fiber to help your indoor cat with hairball control.,Does not contain any soy, wheat or corn ingredients.,Made in the USA by Solid Gold, America’s first holistic pet food since 1974.",12.0,Dry Food,Adult,,"Indoor, Gluten Free, Grain-Free, No Corn No Wheat No Soy",
111105,"Purina Pro Plan Prime Plus Adult 7+ Ocean Whitefish & Salmon Entree Classic Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,34,4.4,94,"Backed by 9 years of proven research to extend and improve the quality of life for cats over 7 years.,Features the antioxidants beta carotene and vitamin E, prebiotic fiber from chicory root and omega 3 and 6 fatty acids.,Propriety blend also contains improved microflora for a balanced digestive system.,Helps maintain lean body mass and supports a strong immune system, plus a healthy skin and coat.,Made in the USA with real salmon as the first ingredient for tasty flavor, in a pate form.",,Wet Food,"Adult, Senior",Pate,,Can
124873,"Sheba Signature Broths Creamy Broth Variety Pack Cat Food Topper, 1.4-oz pouch, case of 12",Sheba,11.88,12.99,34,4.0,82,"Delectable broth-based formulas are made with real seafood, vegetables and milk.,Perfect as a complement to a complete, balanced and healthy diet for adult cats.,Tasty way to add much-needed hydration to a cat’s diet to support overall health.,Simply add broth and morsels to your cat’s dry or wet food, or serve as a side dish or treat.,Comes in an easy-open pouch; variety pack includes six pouches of Tuna & Vegetable and six pouches of Tuna, Shrimp & Salmon.",1.05,Food Topping,Adult,Bits in Broth,,"Pouch, Variety Pack"
76558,"Natural Balance Platefulls Indoor Formula Turkey & Duck Formula in Gravy Grain-Free Cat Food Pouches, 3-oz pouch, case of 24",Natural Balance,25.26,30.0,39,4.2,85,"Gourmet, grain-free wet food features high-protein turkey and duck as the top ingredients.,Loaded with wholesome veggies like peas and carrots, and provides a 100% complete and balanced diet for adult cats.,Packed with limited carbohydrate sources for highly-digestible energy, and balanced omega-3 and 6 fatty acids for a healthy skin and coat.,Fortified with vitamins, minerals and essential taurine to help maintain healthy eyes and heart, plus broth for added hydration.,Packed with pride in the USA and made with zero grains, corn, soy, wheat, artificial flavors, colors or bleached ingredients.",,Wet Food,Adult,Chunks in Gravy,"Indoor, Grain-Free, No Corn No Wheat No Soy",Pouch
141900,"Fancy Feast Purely Natural Oceanfish Filets Cat Food Topper, 10 count",Fancy Feast,12.83,0.0,45,4.8,98,"Made with pure, 100% natural hand-selected mackerel, cooked and pieced to perfection.,High in protein and low in fat so they can be part of a healthy diet for all indoor or outdoor kitties.,Easy to give as a snack, treat or meal topper to make meals even tastier for picky eaters.,Comes in perfectly-portioned, stay-fresh pouches so they’re easy to use by just tearing and serving.,Made with zero by-products or fillers so you can feel good about indulging your pal every day.",0.6,Food Topping,Adult,,"Grain-Free, Pea-Free",Pouch
145531,Wellness Complete Health Grain-Free Indoor Healthy Weight Chicken Recipe Dry Cat Food,Wellness,29.06,32.29,19,3.9,79,"Grain-free, delicious meal that includes complete and balanced everyday nutrition for your cat.,High concentration of animal protein made with added nutritional supplements to satisfy hunger and support the health of indoor cats.,Contains only premium, all-natural ingredients with no meat by-products, artificial flavors, colors or preservatives.,Nutrition-packed meal is backed by the Wellness guarantee and proudly made only in the USA with ingredients you can trust.,Thoughtfully prepared to ensure the highest levels of quality and safety.",11.5,Dry Food,Adult,,"No Corn No Wheat No Soy, Grain-Free, Indoor, Weight Control",
172932,Simply Nourish Chicken & Rice Recipe Kitten Dry Cat Food,Simply Nourish,15.49,0.0,35,4.4,91,"Carefully sourced complete and balanced nutrition helps support health and vitality.,Natural wholesome ingredients with added essential vitamins and minerals.,Crafted with 100% whole grains and real, deboned chicken to help support a healthy heart and body.,Now made with tasty chicken fat for enhanced palability.,Features a blend of superfoods including real fruits and vegetables like pea fiber.",7.0,Dry Food,Kitten,,,
66734,Dave's Pet Food Naturally Healthy Grain-Free Turkey Formula Canned Cat Food,Dave's Pet Food,24.56,26.29,107,4.1,88,"Grain-free wet food is made with turkey as the first ingredient for animal sourced protein to support healthy muscles.,Packed with essential vitamins and minerals for overall health, and taurine to support healthy eyes and a healthy heart.,Contains omega-3 and 6 fatty acids to nourish skin and fur, with zero grains, wheat or wheat gluten so it’s great for kitties with sensitivities or food allergies.,Supports digestive and urinary health by providing adequate hydration from tasty broth-based gravy.,Provides a complete and balanced diet for all breeds, on its own or as a tasty kibble topper.",,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, Pea-Free",Can
147934,"Purina Pro Plan Savor Classic Salmon & Tuna Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,26.16,58,4.8,97,"Made with high-quality protein, including real fish, to nourish your growing kitten.,Made from a grain-free recipe that you can feel good about serving to your little one.,Features DHA to nourish vision and brain development during the most formidable year of a growing animal's life.,Supports a kitten's developing immune system, helping her to grow up to be healthy and strong.,Formulated to meet the specific nutritional needs of growing kittens through the first year of life.",5.3,Wet Food,Kitten,Pate,"Grain-Free, Pea-Free",Can
