brand,info_dict,key_benefit,new_price,num_reviews,old_price,product,rating,recommand
Nutro Max,"{'Item Number': '48455', 'Weight': '16.0\xa0pounds', 'Brand': 'Nutro', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Indoor, Pea-Free'}","Indoor kibble is made with chicken as the first ingredient for the high-quality animal protein cats need.,Unique kibble shape and delicious flavor is great for picky eaters, and provides a 100% complete and balanced diet for adult cats.,The crunchy bites are packed with antioxidants for healthy immunity, taurine for heart and vision health, and vitamins and minerals.,Provides a balanced blend of omega-3 and 6 fatty acids to promote a healthy skin and shiny coat.,Cooked in USA Nutro facilities with the finest ingredients from around the world, carefully sourced from a trusted network of farmers and suppliers.",24.29,173,26.99,Nutro Max Indoor Adult Roasted Chicken Flavor Dry Cat Food,4.7,94
Nutro Max,"{'Item Number': '48384', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Nutro', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Adult wet food recipe features real chicken in sauce for the protein needed to support healthy, lean muscles.,Provides a 100% complete and balanced meal for adult cats, on its own or as a tasty kibble topper.,Fortified with vitamins, minerals, essential taurine, and moisture in every bite to support hydration and overall health.,Good source of omega-3 and 6 fatty acids to support a healthy skin and lustrous coat.,Made with only natural ingredients that can be traced back to trusted suppliers, and no artificial flavors, colors or preservatives.",19.2,209,21.36,"Nutro Max Adult Chicken Supreme Entree Chunks in Sauce Canned Cat Food, 3-oz, case of 24",4.5,95
Purina Beyond,"{'Item Number': '112041', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Protein-packed, grain-free wet food is made with real beef and chicken to support lean muscles.,Loaded with yummy eggs and antioxidant-rich veggies like carrots, plus moisture for essential hydration.,Provides a complete and balanced diet for adult cats, with vitamins, minerals, omegas and taurine for overall health.,Tempting gravy is great for picky eaters, and combines all the nutrition your cat needs with the deliciousness he wants.,Made in the USA with zero grains, wheat, corn, soy, chicken by-product meals or artificial colors, flavor or preservatives.",13.99,120,0,"Purina Beyond Grain-Free Chicken, Beef & Carrot Recipe in Gravy Canned Cat Food, 3-oz, case of 12",4.1,83
Purina Beyond,"{'Item Number': '112047', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Protein-packed, grain-free wet food is made with real poultry as the first ingredients to support lean muscles.,Loaded with antioxidant-rich veggies like sweet potatoes and spinach, and moisture for essential hydration.,Provides a complete and balanced diet for adult cats, with vitamins, minerals, omegas and taurine for overall health.,Tempting taste is great for picky eaters, and combines all the nutrition your cat needs with the deliciousness he wants.,Zero grains, gluten, wheat, corn, soy, chicken by-product meals or artificial colors, flavor or preservatives.",11.28,138,0,"Purina Beyond Grain-Free Turkey, Sweet Potato & Spinach Recipe in Gravy Canned Cat Food, 3-oz, case of 12",4.2,85
Blue Buffalo,"{'Item Number': '84167', 'Weight': '7.0\xa0pounds', 'Brand': 'Blue Life Protection', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Indoor, No Corn No Wheat No Soy, Weight Control'}","Starts with real deboned chicken first for the high-quality protein your kitty deserves.,Features wholesome grains, garden veggies and fruit.,Specially crafted to help reduce hairballs with high quality protein and natural sources of fiber and help your BFF maintain a healthy weight with an optimal blend of calories and protein.,Made with LifeSource Bits—a blend of antioxidants, minerals and vitamins chosen by vets and animal nutritionists to support your pet’s immune health, life stage requirements and a healthy oxidative balance.,All-natural cat kibble made without poultry by-product meals, corn, wheat, soy, artificial flavors or preservatives.",21.98,346,0,Blue Buffalo Indoor Hairball & Weight Control Chicken & Brown Rice Recipe Adult Dry Cat Food,4.5,94
Purina Pro Plan,"{'Item Number': '151548', 'Weight': '5.53\xa0pounds', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Each recipe in the variety pack is crafted with either real turkey or chicken for the high-quality protein your cat needs to fuel her daily activities.,Contains the essential nutrients your kitty needs to support her immune system.,Formulated with 25 essential vitamins and minerals and the amino acid, taurine, which helps support your pal’s overall health and well-being.,Nourishes your pal’s skin and encourages a healthy, shiny coat from the inside out so she can look and feel her best.,This variety pack comes with 8 cans of 3 delectable recipes—Chicken & Rice Entrée, Turkey & Rice Entrée, and White Meat Chicken & Vegetables Entrée.",23.52,154,0,"Purina Pro Plan Chicken & Turkey Favorites Variety Pack Canned Cat Food, 3-oz, case of 24",4.5,92
Fancy Feast,"{'Item Number': '158488', 'Weight': '4.5\xa0pounds', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Kitten'}","Real poultry or fish is the #1 ingredient for a protein-rich recipe your fur baby craves.,100% complete and balanced nutrition for kittens, so you can help her grow into a strong and healthy cat.,Made with real milk, which means she gets the calcium she needs.,Formulated to meet the needs of growing kittens with a smooth pate texture that makes it easier to feed.,Delicious recipes come in convenient pull-tab cans making it easier for you to serve her.",15.49,177,16.79,"Fancy Feast Tender Feast Variety Pack Canned Kitten Food, 3-oz, case of 24",4.7,97
Fancy Feast,"{'Item Number': '75992', 'Weight': '11.06\xa0pounds', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Chunks in Gravy, Grilled', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Variety pack of gourmet cat food keeps finicky eaters interested and eating with palatable flavors.,Each entrée is slow-cooked to perfection and infused with aged cheddar cheese.,Serve alone or mix with dry food for a delectable texture. Great way to add moisture to your cat’s diet.,Made in the USA to offer 100% complete and balanced nutrition for the growth and maintenance of cats.,Convenient flip-top can makes serving quick and clean-ups even quicker.",14.62,425,15.49,"Fancy Feast Delights with Cheddar Grilled Variety Pack Canned Cat Food, 3-oz, case of 24",4.6,95
Friskies,"{'Item Number': '76368', 'Weight': '12.93\xa0pounds', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Shredded', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Variety pack features satisfying recipes with real meat for the high-protein nutrition and flavor your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for cats and kittens, on its own or as a delicious kibble topper.,Yummy sauce and gravy helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",16.38,875,0,"Friskies Shreds Variety Pack Canned Cat Food, 5.5-oz, case of 32",4.6,97
Sheba,"{'Item Number': '147177', 'Weight': '3.9\xa0pounds', 'Packaging Type': 'Tray', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Pea-Free'}","Contains 48 wholesome servings of delectable, mouth-watering cat food with the irresistible taste of salmon, seafood, vegetables and gravy.,These easy-to-serve twin-packs ensure freshness at every meal—just snap, peel, and serve.,Crafted with quality ingredients to give your cat the essential vitamins and minerals she needs at any life stage.,This delectable soft cat food is formulated without grain or corn, containing no artificial flavors or artificial preservatives.,Even the pickiest of cats are drawn in by these extremely palatable meals, full of delectable flavors and inviting scents.",19.2,31,0,"Sheba Perfect Portions Succulent Salmon & Seafood Entree Pate Grain-Free Cat Food Trays, 2.6-oz, case of 24 twin-packs",4.7,94
Purina Pro Plan,"{'Item Number': '67960', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult cats,Savory entrée packed with real trout complemented by pasta in sauce provides the ultimate texture and taste your cat craves,Powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",23.28,25,0,"Purina Pro Plan Savor Adult Trout & Pasta Entree in Sauce Canned Cat Food, 3-oz, case of 24",4.5,88
Blue Buffalo,"{'Item Number': '51733', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Blue Basics', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Sensitive Digestion, Indoor, No Corn No Wheat No Soy, Grain-Free, Limited Ingredient Diet'}","100% grain-free, limited-ingredient recipe starts with protein-rich fish as the first ingredient to support healthy muscle growth and development.,Great for cats with sensitive tummies since it’s made with a single animal protein source and pumpkin for gentle digestion.,Packed with omegas, taurine, amino acids and antioxidant-rich fruits and veggies, plus vitamins and minerals to support a healthy immune system and well-being.,Great source of omega-3 and 6 fatty acids for a lustrous skin and fur, and moisture from broth to support urinary health.,Made in the USA with zero grains, chicken or poultry by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",26.44,66,36.19,"Blue Buffalo Basics Limited Ingredient Grain-Free Indoor Fish & Potato Entree Adult Canned Cat Food, 3-oz, case of 24",4.0,86
Sheba,"{'Item Number': '126367', 'Weight': '1.95\xa0pounds', 'Packaging Type': 'Tray, Variety Pack', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Pea-Free'}","This soft, pate-style food is made with real, high-quality meat as the first ingredient.,There's no grains, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,This complete and balanced wet food has added vitamins and minerals to support your cat's overall wellbeing.,Tuna and chicken variety pack. Simply break apart, peel, and serve. Nothing to refrigerate!,Made in the USA.",9.6,55,10.69,"Sheba Perfect Portions Multipack Tuna and Roasted Chicken Cuts in Gravy Entrée Cat Food Trays, 2.6-oz, case of 12 twin-packs",4.7,95
Hill's Science Diet,"{'Item Number': '109371', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Brand': ""Hill's, Science Diet"", 'Food Form': 'Wet Food', 'Lifestage': 'Adult, Senior'}","Powerful antioxidants support a healthy brain and a desire to interact.,Protein and L-carnitine help get your cat moving and interested in playing.,Controlled minerals help keep kidneys and bladder functioning properly.,Delicious, digestible stew entices even picky eaters.,Essential fatty acids help keep the coat soft and shiny with less mats.",31.92,25,35.49,"Hill's Science Diet Adult 7+ Youthful Vitality Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",4.2,88
Tiki Cat,"{'Item Number': '52569', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, High-Protein, Gluten Free, Low Glycemic, Grain-Free, Pea-Free'}","Wild-caught flaked Ahi tuna and wild baby prawns as the top ingredients for animal-sourced protein to meet the nutritional needs of carnivores.,High protein to support healthy muscles plus sunflower and tuna oils rich in omegas that nourish the skin and coat.,Provides a balanced and complete diet for cats of all ages with essential amino acids, vitamins, minerals and taurine.,Made with real tuna broth so it provides essential moisture to keep your pal hydrated and support overall health.,Luxurious consomme-based formula is great for picky eaters, and contains no grains, gluten, carbohydrates, starches or flours; made with dolphin-safe fish.",12.89,88,14.32,Tiki Cat Manana Grill Ahi Tuna with Prawns in Tuna Consomme Grain-Free Canned Cat Food,4.4,86
I and Love and You,"{'Item Number': '130154', 'Weight': '6.2\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","Grain-free kibble featuring real chicken as the first ingredient, with duck and sweet potatoes.,Formulated to provide a balanced and healthy diet for kitties of all ages, with no fillers or by-products.,With special blend of probiotics and prebiotics to support digestive health and happy tummies.,Contains essential omega-3 and 6 fatty acids to keep your kitty's coat healthy and shiny.,Made in the USA with no corn, wheat, soy, rice, artificial preservatives, flavors or colors.",15.99,65,0,I and Love and You Naked Essentials Chicken & Duck Recipe Grain-Free Dry Cat Food,4.1,89
